frame 300
p 1
-0.043064613 -0.005899152 0.712987930
0.022544758 0.189420710 0.729142821
0.036640549 0.163870439 0.341812222
-0.016707033 0.134153338 -0.062492674
0.003803125 -0.100366813 0.802490369
-0.039569411 -0.115966630 0.986356061
-0.054616478 -0.046640769 1.272455866
0.005034565 0.293854344 1.277973830
0.013307285 0.336389110 0.990216348
0.118269106 0.247316289 0.796185691
0.018928010 0.109815148 1.424862822
0.087184270 0.108990898 1.649624805
p 3
1.165093322 -0.552360331 -0.017766780
1.172469278 -0.525485917 0.357251263
1.075641557 -0.448041521 0.772843823
0.883925272 -0.550098319 0.795791397
0.889165469 -0.565129372 0.404240571
0.931193117 -0.605790237 -0.016794028
1.189017869 -0.449539849 0.993576512
1.394019273 -0.477555387 1.170936061
1.163223097 -0.466242148 1.373336869
0.845541604 -0.615853713 1.370636239
0.754491286 -0.784492549 1.166460485
0.789241662 -0.566981723 1.003925949
0.999738094 -0.498859297 1.477526748
0.956067533 -0.448437305 1.644764442
frame 344
p 1
-0.077486859 -0.093189184 -0.057066590
0.004226982 -0.055937469 0.337781074
-0.043064613 -0.005899152 0.712987930
0.022544758 0.189420710 0.729142821
0.036640549 0.163870439 0.341812222
-0.016707033 0.134153338 -0.062492674
0.003803125 -0.100366813 0.802490369
-0.039569411 -0.115966630 0.986356061
-0.054616478 -0.046640769 1.272455866
0.005034565 0.293854344 1.277973830
0.013307285 0.336389110 0.990216348
0.118269106 0.247316289 0.796185691
0.011088858 0.125329331 1.430054786
0.090346444 0.102933194 1.647960530
p 3
1.165093322 -0.552360331 -0.017766780
1.172469278 -0.525485917 0.357251263
1.075641557 -0.448041521 0.772843823
0.883925272 -0.550098319 0.795791397
0.889165469 -0.565129372 0.404240571
0.931193117 -0.605790237 -0.016794028
1.189017869 -0.449539849 0.993576512
1.394019273 -0.477555387 1.170936061
1.163223097 -0.466242148 1.373336869
0.845541604 -0.615853713 1.370636239
0.754491286 -0.784492549 1.166460485
0.789241662 -0.566981723 1.003925949
0.999738094 -0.498859297 1.477526748
0.956067533 -0.448437305 1.644764442
frame 345
p 1
-0.077486859 -0.093189184 -0.057066590
0.004226982 -0.055937469 0.337781074
-0.043064613 -0.005899152 0.712987930
0.022544758 0.189420710 0.729142821
0.036640549 0.163870439 0.341812222
-0.016707033 0.134153338 -0.062492674
0.003803125 -0.100366813 0.802490369
-0.039569411 -0.115966630 0.986356061
-0.054616478 -0.046640769 1.272455866
0.005034565 0.293854344 1.277973830
0.013307285 0.336389110 0.990216348
0.118269106 0.247316289 0.796185691
0.007161483 0.131421054 1.433700805
0.075739845 0.125112349 1.659542773
p 3
1.165093322 -0.552360331 -0.017766780
1.172469278 -0.525485917 0.357251263
1.075641557 -0.448041521 0.772843823
0.883925272 -0.550098319 0.795791397
0.889165469 -0.565129372 0.404240571
0.931193117 -0.605790237 -0.016794028
1.189017869 -0.449539849 0.993576512
1.394019273 -0.477555387 1.170936061
1.163223097 -0.466242148 1.373336869
0.845541604 -0.615853713 1.370636239
0.759077113 -0.778441073 1.155459068
0.801412844 -0.553319789 0.980024724
1.000989679 -0.504718523 1.481300048
0.960362493 -0.468886599 1.658332139
frame 346
p 1
-0.077486859 -0.093189184 -0.057066590
0.004226982 -0.055937469 0.337781074
-0.043064613 -0.005899152 0.712987930
0.022544758 0.189420710 0.729142821
0.036640549 0.163870439 0.341812222
-0.016707033 0.134153338 -0.062492674
0.003803125 -0.100366813 0.802490369
-0.039569411 -0.115966630 0.986356061
-0.054616478 -0.046640769 1.272455866
0.005034565 0.293854344 1.277973830
0.013307285 0.336389110 0.990216348
0.118269106 0.247316289 0.796185691
0.007588265 0.136372528 1.431938801
0.076868962 0.142898012 1.652841912
p 3
1.165093322 -0.552360331 -0.017766780
1.172469278 -0.525485917 0.357251263
1.075641557 -0.448041521 0.772843823
0.883925272 -0.550098319 0.795791397
0.889165469 -0.565129372 0.404240571
0.931193117 -0.605790237 -0.016794028
1.189017869 -0.449539849 0.993576512
1.394019273 -0.477555387 1.170936061
1.163223097 -0.466242148 1.373336869
0.845541604 -0.615853713 1.370636239
0.759077113 -0.778441073 1.155459068
0.801412844 -0.553319789 0.980024724
1.000989679 -0.504718523 1.481300048
0.960362493 -0.468886599 1.658332139
frame 347
p 1
-0.077486859 -0.093189184 -0.057066590
0.004226982 -0.055937469 0.337781074
-0.043064613 -0.005899152 0.712987930
0.022544758 0.189420710 0.729142821
0.036640549 0.163870439 0.341812222
-0.016707033 0.134153338 -0.062492674
0.003803125 -0.100366813 0.802490369
-0.039569411 -0.115966630 0.986356061
-0.054616478 -0.046640769 1.272455866
0.005034565 0.293854344 1.277973830
0.013307285 0.336389110 0.990216348
0.118269106 0.247316289 0.796185691
0.006643218 0.137399577 1.430221565
0.073585590 0.146535954 1.646678744
p 3
1.165093322 -0.552360331 -0.017766780
1.172469278 -0.525485917 0.357251263
1.075641557 -0.448041521 0.772843823
0.883925272 -0.550098319 0.795791397
0.889165469 -0.565129372 0.404240571
0.931193117 -0.605790237 -0.016794028
1.189017869 -0.449539849 0.993576512
1.394019273 -0.477555387 1.170936061
1.163223097 -0.466242148 1.373336869
0.845541604 -0.615853713 1.370636239
0.759077113 -0.778441073 1.155459068
0.801412844 -0.553319789 0.980024724
1.000989679 -0.504718523 1.481300048
0.960362493 -0.468886599 1.658332139
frame 348
p 1
-0.085425821 -0.075978899 -0.045130781
0.004226982 -0.055937469 0.337781074
-0.043064613 -0.005899152 0.712987930
0.022544758 0.189420710 0.729142821
0.036640549 0.163870439 0.341812222
-0.016707033 0.134153338 -0.062492674
0.003803125 -0.100366813 0.802490369
-0.048425883 -0.104121730 1.002570437
-0.054616478 -0.046640769 1.272455866
0.005034565 0.293854344 1.277973830
0.013307285 0.336389110 0.990216348
0.118269106 0.247316289 0.796185691
0.006643218 0.137399577 1.430221565
0.073585590 0.146535954 1.646678744
p 3
1.165093322 -0.552360331 -0.017766780
1.172469278 -0.525485917 0.357251263
1.080371709 -0.448317941 0.771946805
0.888528309 -0.550507413 0.794893258
0.889165469 -0.565129372 0.404240571
0.931193117 -0.605790237 -0.016794028
1.193736660 -0.449819779 0.992889439
1.398907036 -0.477865845 1.170387203
1.167635551 -0.466514367 1.372983752
0.849713734 -0.616282731 1.370274614
0.729279885 -0.718288638 1.170593471
0.787426397 -0.516391712 0.981021235
1.005154382 -0.505016588 1.481038024
0.964328604 -0.469145228 1.658207936
frame 349
p 1
-0.085425821 -0.075978899 -0.045130781
0.004226982 -0.055937469 0.337781074
-0.043064613 -0.005899152 0.712987930
0.007708999 0.216229087 0.746110286
0.036640549 0.163870439 0.341812222
-0.016707033 0.134153338 -0.062492674
0.003803125 -0.100366813 0.802490369
-0.048425883 -0.104121730 1.002570437
-0.054616478 -0.046640769 1.272455866
0.005034565 0.293854344 1.277973830
0.013307285 0.336389110 0.990216348
0.118269106 0.247316289 0.796185691
0.006643218 0.137399577 1.430221565
0.073585590 0.146535954 1.646678744
p 3
1.165093322 -0.552360331 -0.017766780
1.172469278 -0.525485917 0.357251263
1.092161769 -0.450314854 0.771432927
0.899948801 -0.552763383 0.794396784
0.889165469 -0.565129372 0.404240571
0.931193117 -0.605790237 -0.016794028
1.205362666 -0.451677669 0.992925897
1.410848870 -0.479729386 1.170799794
1.178504434 -0.468230652 1.373787882
0.860062996 -0.618368052 1.371048736
0.739881707 -0.720762940 1.170952556
0.798078723 -0.518405495 0.981006957
1.015469985 -0.506766442 1.482030186
0.974130148 -0.470716361 1.659495627
frame 350
p 1
-0.085425821 -0.075978899 -0.045130781
0.004226982 -0.055937469 0.337781074
-0.047208808 0.002925271 0.717731259
0.007708999 0.216229087 0.746110286
0.036640549 0.163870439 0.341812222
-0.016707033 0.134153338 -0.062492674
0.007070502 -0.100359368 0.801784072
-0.063767740 -0.106157892 1.007951041
-0.054616478 -0.046640769 1.272455866
0.005034565 0.293854344 1.277973830
0.013307285 0.336389110 0.990216348
0.118269106 0.247316289 0.796185691
0.006643218 0.137399577 1.430221565
0.073585590 0.146535954 1.646678744
p 3
1.165093322 -0.552360331 -0.017766780
1.183609977 -0.518406488 0.354156256
1.130317814 -0.452518026 0.764218668
0.935077784 -0.549451527 0.778912318
0.909113545 -0.543221802 0.396623023
0.931193117 -0.605790237 -0.016794028
1.205362666 -0.451677669 0.992925897
1.410848870 -0.479729386 1.170799794
1.178504434 -0.468230652 1.373787882
0.860062996 -0.618368052 1.371048736
0.739881707 -0.720762940 1.170952556
0.789347389 -0.503382574 0.984470187
1.015469985 -0.506766442 1.482030186
0.974130148 -0.470716361 1.659495627
frame 351
p 1
-0.085425821 -0.075978899 -0.045130781
0.004226982 -0.055937469 0.337781074
-0.047208808 0.002925271 0.717731259
0.007708999 0.216229087 0.746110286
0.036640549 0.163870439 0.341812222
-0.016707033 0.134153338 -0.062492674
0.003803125 -0.100366813 0.802490369
-0.088067811 -0.106275498 1.012102408
-0.057461850 -0.046707959 1.272771084
0.002373319 0.293531770 1.278233889
0.010494920 0.336014863 0.990653762
0.115176943 0.246991644 0.796793650
0.003987086 0.137179261 1.430402859
0.071013525 0.146313615 1.646737289
p 3
1.165093322 -0.552360331 -0.017766780
1.183609977 -0.518406488 0.354156256
1.130317814 -0.452518026 0.764218668
0.935077784 -0.549451527 0.778912318
0.909113545 -0.543221802 0.396623023
0.931193117 -0.605790237 -0.016794028
1.205362666 -0.451677669 0.992925897
1.407848279 -0.492483946 1.191156072
1.197367817 -0.498908463 1.373673926
0.885069890 -0.647848701 1.351367763
0.739881707 -0.720762940 1.170952556
0.789347389 -0.503382574 0.984470187
1.031898049 -0.529658051 1.476089711
0.967995245 -0.462107028 1.661397802
frame 352
p 1
-0.085425821 -0.075978899 -0.045130781
0.004226982 -0.055937469 0.337781074
-0.047208808 0.002925271 0.717731259
0.007708999 0.216229087 0.746110286
0.016374719 0.162388373 0.348023970
-0.016707033 0.134153338 -0.062492674
0.001464315 -0.113929705 0.823043057
-0.100773801 -0.127616747 1.020068611
-0.065253029 -0.029030942 1.278238688
-0.003897145 0.305029276 1.282700647
0.017601387 0.330470748 0.975099284
0.111070627 0.255010044 0.799355718
-0.000482607 0.145680220 1.433295057
0.054538192 0.176797769 1.655334909
p 3
1.165093322 -0.552360331 -0.017766780
1.183609977 -0.518406488 0.354156256
1.132736296 -0.451314852 0.762038340
0.937431798 -0.548346587 0.776728721
0.909113545 -0.543221802 0.396623023
0.931193117 -0.605790237 -0.016794028
1.207922112 -0.450655633 0.990825912
1.410440730 -0.491471139 1.189133796
1.199714033 -0.497968563 1.371805268
0.887329862 -0.647072454 1.349475343
0.752447253 -0.728177020 1.154388386
0.791621520 -0.502443791 0.982435101
1.049291127 -0.548574098 1.467726702
1.023017315 -0.530695963 1.639490224
frame 353
p 1
-0.085425821 -0.075978899 -0.045130781
0.004226982 -0.055937469 0.337781074
-0.047208808 0.002925271 0.717731259
0.007708999 0.216229087 0.746110286
0.016374719 0.162388373 0.348023970
-0.016707033 0.134153338 -0.062492674
0.025582937 -0.101803317 0.854521373
-0.129843099 -0.133463437 1.041380499
-0.065253029 -0.029030942 1.278238688
-0.003897145 0.305029276 1.282700647
-0.004212773 0.335179593 0.968750776
0.111070627 0.255010044 0.799355718
-0.000482607 0.145680220 1.433295057
0.054538192 0.176797769 1.655334909
p 3
1.165093322 -0.552360331 -0.017766780
1.158974763 -0.488763331 0.375442411
1.107758653 -0.419612283 0.778465109
0.937431798 -0.548346587 0.776728721
0.909113545 -0.543221802 0.396623023
0.931193117 -0.605790237 -0.016794028
1.207922112 -0.450655633 0.990825912
1.410440730 -0.491471139 1.189133796
1.199714033 -0.497968563 1.371805268
0.887329862 -0.647072454 1.349475343
0.752447253 -0.728177020 1.154388386
0.791621520 -0.502443791 0.982435101
1.049291127 -0.548574098 1.467726702
1.023017315 -0.530695963 1.639490224
frame 354
p 1
-0.085425821 -0.075978899 -0.045130781
0.004226982 -0.055937469 0.337781074
-0.047208808 0.002925271 0.717731259
0.007708999 0.216229087 0.746110286
0.016374719 0.162388373 0.348023970
-0.016707033 0.134153338 -0.062492674
0.008909912 -0.108350513 0.898007209
-0.139240648 -0.143076946 1.066965422
-0.065253029 -0.029030942 1.278238688
-0.003897145 0.305029276 1.282700647
-0.004212773 0.335179593 0.968750776
0.111070627 0.255010044 0.799355718
-0.002673530 0.149207138 1.435217960
0.046547045 0.189377697 1.661338798
p 3
1.165093322 -0.552360331 -0.017766780
1.158974763 -0.488763331 0.375442411
1.107758653 -0.419612283 0.778465109
0.937431798 -0.548346587 0.776728721
0.909113545 -0.543221802 0.396623023
0.931193117 -0.605790237 -0.016794028
1.207922112 -0.450655633 0.990825912
1.410440730 -0.491471139 1.189133796
1.199714033 -0.497968563 1.371805268
0.887329862 -0.647072454 1.349475343
0.752447253 -0.728177020 1.154388386
0.791621520 -0.502443791 0.982435101
1.049291127 -0.548574098 1.467726702
1.023017315 -0.530695963 1.639490224
frame 355
p 1
-0.085425821 -0.075978899 -0.045130781
0.004226982 -0.055937469 0.337781074
-0.047208808 0.002925271 0.717731259
0.007708999 0.216229087 0.746110286
0.016374719 0.162388373 0.348023970
-0.016707033 0.134153338 -0.062492674
0.008909912 -0.108350513 0.898007209
-0.139240648 -0.143076946 1.066965422
-0.065253029 -0.029030942 1.278238688
-0.003897145 0.305029276 1.282700647
-0.004212773 0.335179593 0.968750776
0.111070627 0.255010044 0.799355718
0.006060125 0.148591395 1.436989097
0.076658471 0.187487062 1.668275579
p 3
1.165093322 -0.552360331 -0.017766780
1.158974763 -0.488763331 0.375442411
1.107758653 -0.419612283 0.778465109
0.937431798 -0.548346587 0.776728721
0.909113545 -0.543221802 0.396623023
0.931193117 -0.605790237 -0.016794028
1.213001584 -0.448580333 0.986634241
1.410440730 -0.491471139 1.189133796
1.199714033 -0.497968563 1.371805268
0.887329862 -0.647072454 1.349475343
0.752447253 -0.728177020 1.154388386
0.791621520 -0.502443791 0.982435101
1.049291127 -0.548574098 1.467726702
1.023017315 -0.530695963 1.639490224
frame 356
p 1
-0.085425821 -0.075978899 -0.045130781
0.004226982 -0.055937469 0.337781074
-0.047208808 0.002925271 0.717731259
0.007708999 0.216229087 0.746110286
0.016374719 0.162388373 0.348023970
-0.016707033 0.134153338 -0.062492674
0.008909912 -0.108350513 0.898007209
-0.139240648 -0.143076946 1.066965422
-0.065253029 -0.029030942 1.278238688
-0.003897145 0.305029276 1.282700647
-0.004212773 0.335179593 0.968750776
0.111070627 0.255010044 0.799355718
0.006060125 0.148591395 1.436989097
0.076658471 0.187487062 1.668275579
p 3
1.165093322 -0.552360331 -0.017766780
1.158974763 -0.488763331 0.375442411
1.107758653 -0.419612283 0.778465109
0.937431798 -0.548346587 0.776728721
0.909113545 -0.543221802 0.396623023
0.931193117 -0.605790237 -0.016794028
1.213001584 -0.448580333 0.986634241
1.410440730 -0.491471139 1.189133796
1.199714033 -0.497968563 1.371805268
0.887329862 -0.647072454 1.349475343
0.752447253 -0.728177020 1.154388386
0.791621520 -0.502443791 0.982435101
1.049291127 -0.548574098 1.467726702
1.023017315 -0.530695963 1.639490224
frame 357
p 1
-0.085425821 -0.075978899 -0.045130781
0.004226982 -0.055937469 0.337781074
-0.047208808 0.002925271 0.717731259
0.007708999 0.216229087 0.746110286
0.016374719 0.162388373 0.348023970
-0.016707033 0.134153338 -0.062492674
0.025057280 -0.108363891 0.894841683
-0.119914367 -0.142241900 1.062472053
-0.065253029 -0.029030942 1.278238688
-0.000241932 0.298904000 1.279456911
-0.004212773 0.335179593 0.968750776
0.111070627 0.255010044 0.799355718
0.006060125 0.148591395 1.436989097
0.076658471 0.187487062 1.668275579
p 3
1.165093322 -0.552360331 -0.017766780
1.158974763 -0.488763331 0.375442411
1.110080444 -0.421048144 0.779741504
0.924030799 -0.525568457 0.786864105
0.909113545 -0.543221802 0.396623023
0.931193117 -0.605790237 -0.016794028
1.215205344 -0.449896551 0.988039797
1.412699695 -0.492779249 1.190636107
1.201824477 -0.499196825 1.373321659
0.889338978 -0.648318874 1.350982195
0.754509778 -0.729533008 1.155840349
0.793644151 -0.503728442 0.983789202
1.046761367 -0.543486261 1.470890821
1.008926931 -0.509608726 1.645970674
frame 358
p 1
-0.085425821 -0.075978899 -0.045130781
0.004226982 -0.055937469 0.337781074
-0.047208808 0.002925271 0.717731259
0.007708999 0.216229087 0.746110286
0.016374719 0.162388373 0.348023970
-0.016707033 0.134153338 -0.062492674
0.021540699 -0.119165359 0.872103570
-0.118405648 -0.139397969 1.058089508
-0.063959085 -0.033796219 1.279014585
-0.000241932 0.298904000 1.279456911
-0.004212773 0.335179593 0.968750776
0.111070627 0.255010044 0.799355718
0.007526578 0.149681677 1.432845755
0.081926056 0.191345278 1.653983165
p 3
1.165093322 -0.552360331 -0.017766780
1.158974763 -0.488763331 0.375442411
1.107476218 -0.417159723 0.780798984
0.921742618 -0.521771055 0.787865024
0.909113545 -0.543221802 0.396623023
0.931193117 -0.605790237 -0.016794028
1.212292506 -0.445789750 0.988994542
1.409394647 -0.488417564 1.191464798
1.198883000 -0.494995319 1.373974153
0.861031418 -0.609591527 1.367800090
0.752418765 -0.725649025 1.156572495
0.791455545 -0.499975949 0.984655342
1.044091596 -0.539381026 1.471449828
1.006250464 -0.505509184 1.646392312
frame 359
p 1
-0.085425821 -0.075978899 -0.045130781
0.004226982 -0.055937469 0.337781074
-0.047208808 0.002925271 0.717731259
0.007708999 0.216229087 0.746110286
0.016374719 0.162388373 0.348023970
-0.016707033 0.134153338 -0.062492674
0.024805791 -0.119182007 0.871442891
-0.115428288 -0.139403788 1.057610457
-0.061131883 -0.033719550 1.278705822
0.002414034 0.299228871 1.279197759
-0.015268706 0.335614870 0.968082000
0.114154046 0.255339447 0.798750221
0.016675043 0.149894262 1.433217287
0.106932865 0.191823332 1.656383947
p 3
1.165093322 -0.552360331 -0.017766780
1.158974763 -0.488763331 0.375442411
1.104871395 -0.413274356 0.781855861
0.919453377 -0.517976046 0.788865657
0.909113545 -0.543221802 0.396623023
0.931193117 -0.605790237 -0.016794028
1.227342960 -0.459770504 0.975609143
1.406090031 -0.484059808 1.192293001
1.195942405 -0.490797804 1.374626096
0.861031418 -0.609591527 1.367800090
0.750327293 -0.721767533 1.157304090
0.824521488 -0.508999754 0.995091775
1.035494168 -0.525593294 1.472567697
0.982968508 -0.467521588 1.647658780
frame 360
p 1
-0.085425821 -0.075978899 -0.045130781
0.004226982 -0.055937469 0.337781074
-0.044722697 -0.007502094 0.720575068
0.017155742 0.197224141 0.737898735
0.016374719 0.162388373 0.348023970
-0.016707033 0.134153338 -0.062492674
0.029270972 -0.123602573 0.860474067
-0.094844169 -0.148570449 1.047066296
-0.061131883 -0.033719550 1.278705822
0.002414034 0.299228871 1.279197759
-0.015268706 0.335614870 0.968082000
0.114154046 0.255339447 0.798750221
0.015650130 0.152635857 1.433120313
0.103079742 0.201622566 1.655627357
p 3
1.165093322 -0.552360331 -0.017766780
1.158974763 -0.488763331 0.375442411
1.128659804 -0.437559944 0.759679581
0.944299459 -0.557478967 0.775996971
0.942744389 -0.589437803 0.365581168
0.931193117 -0.605790237 -0.016794028
1.227342960 -0.459770504 0.975609143
1.406090031 -0.484059808 1.192293001
1.195942405 -0.490797804 1.374626096
0.861031418 -0.609591527 1.367800090
0.748576070 -0.731514247 1.170674786
0.847518534 -0.540987016 0.978550204
1.035494168 -0.525593294 1.472567697
0.982968508 -0.467521588 1.647658780
frame 361
p 1
-0.085425821 -0.075978899 -0.045130781
0.004226982 -0.055937469 0.337781074
-0.044722697 -0.007502094 0.720575068
0.017155742 0.197224141 0.737898735
0.016374719 0.162388373 0.348023970
-0.016707033 0.134153338 -0.062492674
0.029270972 -0.123602573 0.860474067
-0.087691303 -0.166097238 1.040958565
-0.051067535 -0.057043881 1.272058651
-0.021623436 0.282582017 1.270601374
-0.033546600 0.332249634 0.972254247
0.124595870 0.237548033 0.788823180
0.000952673 0.158793500 1.422639547
0.082261756 0.210463419 1.638251837
p 3
1.165093322 -0.552360331 -0.017766780
1.158974763 -0.488763331 0.375442411
1.133955275 -0.445417884 0.757520773
0.948872409 -0.565126220 0.773985534
0.942744389 -0.589437803 0.365581168
0.931193117 -0.605790237 -0.016794028
1.233234501 -0.468045143 0.973671057
1.412699695 -0.492779249 1.190636107
1.201824477 -0.499196825 1.373321659
0.865712786 -0.617537252 1.366573167
0.752680721 -0.739238695 1.169235889
0.852103328 -0.548684646 0.976784400
1.040834311 -0.533787355 1.471451783
0.988323245 -0.475668611 1.646818864
frame 362
p 1
-0.085425821 -0.075978899 -0.045130781
0.004226982 -0.055937469 0.337781074
-0.044722697 -0.007502094 0.720575068
0.017155742 0.197224141 0.737898735
0.016374719 0.162388373 0.348023970
-0.016707033 0.134153338 -0.062492674
0.029270972 -0.123602573 0.860474067
-0.087691303 -0.166097238 1.040958565
-0.051067535 -0.057043881 1.272058651
-0.021623436 0.282582017 1.270601374
-0.031073873 0.327120066 0.970755429
0.125969689 0.234861818 0.787963701
0.000952673 0.158793500 1.422639547
0.082261756 0.210463419 1.638251837
p 3
1.165093322 -0.552360331 -0.017766780
1.197255386 -0.529883064 0.336243894
1.140980886 -0.465499228 0.765077492
0.948872409 -0.565126220 0.773985534
0.942744389 -0.589437803 0.365581168
0.931193117 -0.605790237 -0.016794028
1.244730282 -0.475260928 0.959256900
1.412344134 -0.482868057 1.179853623
1.173668727 -0.462865578 1.383610640
0.865712786 -0.617537252 1.366573167
0.752680721 -0.739238695 1.169235889
0.852103328 -0.548684646 0.976784400
1.024276759 -0.484810765 1.481337290
1.008279119 -0.419732493 1.659024820
frame 363
p 1
-0.085444294 -0.137282050 -0.025234775
0.059843892 -0.084951944 0.318809115
0.006773882 -0.043036826 0.739056801
0.011482316 0.170585331 0.743127845
0.016374719 0.162388373 0.348023970
-0.016707033 0.134153338 -0.062492674
0.039288644 -0.110772255 0.893640301
-0.083470118 -0.180361970 1.053751707
0.014985454 -0.079057520 1.292993516
-0.033599285 0.280335836 1.273024774
-0.020126436 0.307533397 0.964306635
0.127440967 0.233954392 0.788963548
0.002286718 0.158072930 1.423802354
0.083528668 0.209837802 1.639452464
p 3
1.165093322 -0.552360331 -0.017766780
1.197255386 -0.529883064 0.336243894
1.140980886 -0.465499228 0.765077492
0.948872409 -0.565126220 0.773985534
0.942744389 -0.589437803 0.365581168
0.931193117 -0.605790237 -0.016794028
1.244730282 -0.475260928 0.959256900
1.412344134 -0.482868057 1.179853623
1.173668727 -0.462865578 1.383610640
0.865712786 -0.617537252 1.366573167
0.752680721 -0.739238695 1.169235889
0.852103328 -0.548684646 0.976784400
1.024276759 -0.484810765 1.481337290
1.008279119 -0.419732493 1.659024820
frame 364
p 1
-0.085444294 -0.137282050 -0.025234775
0.068488546 -0.104192924 0.311542816
-0.007647889 -0.037778485 0.735519439
0.011482316 0.170585331 0.743127845
0.021819578 0.152941989 0.339910527
-0.016707033 0.134153338 -0.062492674
0.036247334 -0.118567791 0.898093005
-0.088061866 -0.181235107 1.055905361
0.010554861 -0.079963466 1.294832436
-0.033174381 0.265314071 1.277029010
-0.024443984 0.306040464 0.966243889
0.122676899 0.232421165 0.791201845
0.004339914 0.143961689 1.422788969
0.102199279 0.162353865 1.633983439
p 3
1.165093322 -0.552360331 -0.017766780
1.197255386 -0.529883064 0.336243894
1.150581414 -0.466049738 0.763276600
0.958216018 -0.565926016 0.772164685
0.942744389 -0.589437803 0.365581168
0.931193117 -0.605790237 -0.016794028
1.254433020 -0.475890183 0.957792226
1.422117954 -0.483470568 1.178780970
1.182466541 -0.463380045 1.382929070
0.874124792 -0.618403545 1.365839125
0.761274680 -0.740375228 1.168144376
0.860971736 -0.549493119 0.975368694
1.032626833 -0.485365794 1.480816136
1.016208328 -0.420136581 1.658786835
frame 365
p 1
-0.069914611 -0.181239584 -0.030952819
0.068421223 -0.113097215 0.325631576
-0.003375426 -0.046775904 0.730765282
0.016058090 0.161872807 0.738276875
0.021819578 0.152941989 0.339910527
-0.016707033 0.134153338 -0.062492674
0.024481980 -0.137280511 0.919874002
-0.098625207 -0.197074051 1.069684830
0.011693993 -0.111313798 1.292414732
-0.044006698 0.260780935 1.283030081
-0.031879862 0.289493818 0.973738371
0.114501626 0.215237307 0.799427229
0.004573340 0.117192610 1.422053054
0.087501894 0.167039133 1.641283690
p 3
1.165093322 -0.552360331 -0.017766780
1.197255386 -0.529883064 0.336243894
1.150581414 -0.466049738 0.763276600
0.958216018 -0.565926016 0.772164685
0.942744389 -0.589437803 0.365581168
0.931193117 -0.605790237 -0.016794028
1.254433020 -0.475890183 0.957792226
1.422117954 -0.483470568 1.178780970
1.182466541 -0.463380045 1.382929070
0.874124792 -0.618403545 1.365839125
0.761274680 -0.740375228 1.168144376
0.860971736 -0.549493119 0.975368694
1.024947765 -0.482448423 1.477241447
0.989737790 -0.410257448 1.645833113
frame 366
p 1
-0.059556158 -0.217895452 -0.015679584
0.076493312 -0.121616242 0.333215545
-0.003375426 -0.046775904 0.730765282
0.016058090 0.161872807 0.738276875
0.021819578 0.152941989 0.339910527
-0.016707033 0.134153338 -0.062492674
0.058768655 -0.150277090 0.922981696
-0.060788768 -0.231613056 1.068584311
0.022141082 -0.131482298 1.282976893
-0.029131589 0.228574111 1.275785742
-0.051990956 0.266995906 0.984229593
0.110847901 0.193854693 0.789062644
0.019173044 0.100983781 1.428301107
0.088076107 0.155611949 1.640798890
p 3
1.165093322 -0.552360331 -0.017766780
1.197255386 -0.529883064 0.336243894
1.150581414 -0.466049738 0.763276600
0.958216018 -0.565926016 0.772164685
0.942744389 -0.589437803 0.365581168
0.931193117 -0.605790237 -0.016794028
1.254433020 -0.475890183 0.957792226
1.422117954 -0.483470568 1.178780970
1.182466541 -0.463380045 1.382929070
0.874124792 -0.618403545 1.365839125
0.761274680 -0.740375228 1.168144376
0.860971736 -0.549493119 0.975368694
1.022885839 -0.478636350 1.477001815
0.982584885 -0.397001127 1.644615260
frame 367
p 1
-0.003954907 -0.243861600 -0.031252384
0.061635675 -0.130173909 0.341052635
0.008456473 -0.072930424 0.718776914
0.022033559 0.148775715 0.734094632
0.030398266 0.134856400 0.332744321
-0.014299417 0.129132988 -0.064870822
0.064060654 -0.163526826 0.910329669
-0.059872083 -0.239041300 1.063656199
0.021278431 -0.144596887 1.289676759
-0.022528697 0.212447811 1.266995040
-0.049797533 0.254525077 0.983174256
0.114803949 0.178169058 0.786926389
0.033779752 0.066292197 1.416979408
0.096028224 0.124354660 1.645215178
p 3
1.165093322 -0.552360331 -0.017766780
1.197255386 -0.529883064 0.336243894
1.150581414 -0.466049738 0.763276600
0.958216018 -0.565926016 0.772164685
0.942744389 -0.589437803 0.365581168
0.931193117 -0.605790237 -0.016794028
1.254433020 -0.475890183 0.957792226
1.422117954 -0.483470568 1.178780970
1.182466541 -0.463380045 1.382929070
0.874124792 -0.618403545 1.365839125
0.761274680 -0.740375228 1.168144376
0.860971736 -0.549493119 0.975368694
1.022885839 -0.478636350 1.477001815
0.982584885 -0.397001127 1.644615260
frame 368
p 1
-0.036844604 -0.261581595 -0.028329592
0.081459742 -0.155723778 0.344849663
0.016112154 -0.095304571 0.716138356
0.031375256 0.129490601 0.725869014
0.030398266 0.134856400 0.332744321
-0.014299417 0.129132988 -0.064870822
0.070880604 -0.182928625 0.905269847
-0.052070902 -0.261765658 1.056555193
0.027305517 -0.167095476 1.290520523
-0.010135644 0.179697701 1.263083868
-0.049438392 0.245448257 0.988238879
0.115559707 0.173384979 0.785349923
0.037934179 0.053199160 1.416003684
0.115079477 0.080131846 1.640272503
p 3
1.165093322 -0.552360331 -0.017766780
1.157904147 -0.525372959 0.344742542
1.114682488 -0.462622092 0.768296682
0.925520147 -0.565699289 0.782001790
0.942744389 -0.589437803 0.365581168
